species,scientific_name,latitude,longitude,year,month,day,country,phase
Collared flycatcher,Ficedula albicollis,53.403694,50.214463,2024,4,21.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,56.154204,47.214596,2024,4,24.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,50.328013,28.393726,2024,4,28.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,54.89631,37.659484,2024,4,28.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,51.689653,36.159467,2024,4,27.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,54.660302,39.637721,2024,4,27.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,46.964501,15.373405,2024,4,26.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,54.192595,37.702186,2024,4,27.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,50.048211,19.839124,2024,4,28.0,Poland,Spring Migration
Collared flycatcher,Ficedula albicollis,50.323132,30.588369,2024,4,29.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,47.056285,15.486202,2024,4,27.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,51.685069,36.159053,2024,4,25.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,49.720022,31.510836,2024,4,27.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,50.048261,19.839256,2024,4,28.0,Poland,Spring Migration
Collared flycatcher,Ficedula albicollis,53.017578,45.216777,2024,4,23.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,54.66039,39.637193,2024,4,25.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,47.075406,15.436403,2024,4,27.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,32.988813,9.639487,2024,4,11.0,Tunisia,Spring Migration
Collared flycatcher,Ficedula albicollis,42.36282,10.880191,2024,4,28.0,Italy,Spring Migration
Collared flycatcher,Ficedula albicollis,47.074977,15.43829,2024,4,27.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,50.504719,30.210139,2024,4,20.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,48.72378,16.930908,2024,4,20.0,Czechia,Spring Migration
Collared flycatcher,Ficedula albicollis,53.984063,37.180106,2024,4,21.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,40.259758,17.963264,2024,4,27.0,Italy,Spring Migration
Collared flycatcher,Ficedula albicollis,54.465903,39.752867,2024,4,22.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,51.685069,36.159053,2024,4,25.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,54.650693,39.661436,2024,4,26.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,41.096182,13.983848,2024,4,26.0,Italy,Spring Migration
Collared flycatcher,Ficedula albicollis,50.375732,30.472924,2024,4,28.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,30.854137,34.781038,2024,4,15.0,Israel,Spring Migration
Collared flycatcher,Ficedula albicollis,49.81223,30.067618,2024,4,28.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,54.170447,37.672505,2024,4,29.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,49.810656,30.065484,2024,4,28.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,47.033862,15.644023,2024,4,27.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,54.650811,39.660666,2024,4,25.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,53.279929,50.665814,2024,4,30.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,54.374309,48.348627,2024,4,30.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,49.955795,14.134748,2024,4,28.0,Czechia,Spring Migration
Collared flycatcher,Ficedula albicollis,48.791594,9.522267,2024,4,27.0,Germany,Spring Migration
Collared flycatcher,Ficedula albicollis,47.075286,15.437077,2024,4,27.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,49.991842,14.55867,2024,4,29.0,Czechia,Spring Migration
Collared flycatcher,Ficedula albicollis,38.594755,16.566455,2024,4,19.0,Italy,Spring Migration
Collared flycatcher,Ficedula albicollis,35.895773,14.448275,2024,4,15.0,Malta,Spring Migration
Collared flycatcher,Ficedula albicollis,36.047379,14.265621,2024,4,14.0,Malta,Spring Migration
Collared flycatcher,Ficedula albicollis,56.138162,47.180288,2024,4,20.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,51.737972,36.102924,2024,4,24.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,51.743718,36.11733,2024,4,23.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,50.127784,27.631879,2024,4,20.0,Ukraine,Spring Migration
Collared flycatcher,Ficedula albicollis,32.774588,35.035845,2024,4,14.0,Israel,Spring Migration
Collared flycatcher,Ficedula albicollis,31.658599,34.5428,2024,4,12.0,Israel,Spring Migration
Collared flycatcher,Ficedula albicollis,55.502221,31.829447,2024,4,25.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,46.944989,15.50108,2024,4,26.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,48.116172,15.764866,2024,4,27.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,55.501266,31.827505,2024,4,24.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,54.205482,37.663622,2024,4,23.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,46.965377,15.370618,2024,4,28.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,48.22016,16.238783,2024,4,27.0,Austria,Spring Migration
Collared flycatcher,Ficedula albicollis,49.099915,17.49298,2024,4,28.0,Czechia,Spring Migration
Collared flycatcher,Ficedula albicollis,51.703635,36.138644,2024,4,27.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,48.78761,9.522052,2024,4,27.0,Germany,Spring Migration
Collared flycatcher,Ficedula albicollis,42.094074,19.135115,2024,4,27.0,Montenegro,Spring Migration
Collared flycatcher,Ficedula albicollis,55.10393,39.15536,2024,4,30.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,54.644267,39.767183,2024,4,27.0,Russian Federation,Spring Migration
Collared flycatcher,Ficedula albicollis,57.43539,18.86405,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58612,16.41517,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.36851,17.08454,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.00232,18.37639,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.5939,16.43488,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.63314,16.46789,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.79335,16.57049,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58706,16.41444,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58729,16.41812,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.25228,18.11949,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58649,16.41454,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58649,16.41454,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58649,16.41454,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.44643,18.14519,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59322,16.39184,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58645,16.41463,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.17003,16.98227,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58776,16.41292,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.66618,18.7198,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.64768,16.62252,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.08652,16.91177,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.47534,16.57305,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.64889,16.54909,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59322,16.39184,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59322,16.39184,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59192,16.4196,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.01111,18.31836,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.65582,18.31596,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.00981,18.31721,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.66316,18.7152,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.95178,18.21111,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.02487,15.78906,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59322,16.39184,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.5477,18.22027,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.54459,16.60747,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.44458,18.16152,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.28612,18.2733,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59322,16.39184,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21649,16.41445,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58729,16.41812,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.36634,17.0661,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.3009,18.64441,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.19419,16.95022,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.95599,19.23617,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.62014,18.27242,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.27457,16.48062,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.54459,16.60747,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.78316,16.63331,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.17994,16.94962,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.99538,18.33634,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.87633,16.63363,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.79055,16.44585,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.03126,18.29951,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.43387,16.56089,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.02487,15.78906,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21649,16.41445,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.02487,15.78906,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.61926,16.69767,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.87499,16.6406,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59322,16.39184,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21649,16.41445,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21574,16.41383,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.61551,18.2603,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.59322,16.39184,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.35126,17.12393,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58649,16.41454,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.74165,18.40376,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.64859,16.55189,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.52297,16.55167,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.27457,16.48062,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21649,16.41445,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.42447,18.87421,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.68017,16.52837,2024,4,23.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.6682,18.72519,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.27457,16.48062,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.64469,16.61811,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.29699,18.16595,2024,4,29.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21649,16.41445,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.19642,16.39933,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21649,16.41445,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.58649,16.41454,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.21649,16.41445,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.9725,19.27614,2024,4,30.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.62498,16.64677,2024,4,27.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,57.6933,18.6307,2024,4,28.0,Sweden,Spring Migration
Collared flycatcher,Ficedula albicollis,56.79925,16.57505,2024,4,27.0,Sweden,Spring Migration
Common Redstart,Phoenicurus phoenicurus,28.630337,47.840996,2016,1,13.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,29.553898,47.707787,2016,1,16.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,28.630337,47.840996,2016,1,14.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,4.767295,31.60726,2016,1,16.0,South Sudan,Wintering
Common Redstart,Phoenicurus phoenicurus,28.630337,47.840996,2016,1,14.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,28.630337,47.840996,2016,1,13.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,36.246727,-5.836309,2016,1,21.0,Spain,Wintering
Common Redstart,Phoenicurus phoenicurus,36.246727,-5.836309,2016,1,21.0,Spain,Wintering
Common Redstart,Phoenicurus phoenicurus,4.767295,31.60726,2016,1,23.0,South Sudan,Wintering
Common Redstart,Phoenicurus phoenicurus,27.329836,56.57074,2016,1,29.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,27.329836,56.57074,2016,1,29.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,27.329836,56.57074,2016,1,29.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,29.553543,47.70817,2016,1,31.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,29.28252,48.058952,2016,1,7.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,8.210441,13.8176,2016,1,1.0,Cameroon,Wintering
Common Redstart,Phoenicurus phoenicurus,7.525873,38.785473,2016,1,8.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,32.892532,35.101203,2016,1,9.0,Israel,Wintering
Common Redstart,Phoenicurus phoenicurus,9.249128,-1.861067,2016,1,9.0,Ghana,Wintering
Common Redstart,Phoenicurus phoenicurus,14.001784,-16.763935,2016,1,30.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,12.611107,-7.864721,2016,1,10.0,Mali,Wintering
Common Redstart,Phoenicurus phoenicurus,13.988717,-16.764826,2016,1,29.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,14.141307,-16.659075,2016,1,2.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,16.606713,-15.927209,2016,1,29.0,Mauritania,Wintering
Common Redstart,Phoenicurus phoenicurus,16.60672,-15.927675,2016,1,30.0,Mauritania,Wintering
Common Redstart,Phoenicurus phoenicurus,16.211864,-16.393753,2016,1,19.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,9.958717,9.12455,2016,1,12.0,Nigeria,Wintering
Common Redstart,Phoenicurus phoenicurus,7.058362,38.43718,2016,1,1.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,16.050117,-16.329536,2016,1,28.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,11.383333,1.6,2016,1,17.0,Benin,Wintering
Common Redstart,Phoenicurus phoenicurus,45.89767,-1.06844,2016,1,4.0,France,Wintering
Common Redstart,Phoenicurus phoenicurus,45.89767,-1.06844,2016,1,4.0,France,Wintering
Common Redstart,Phoenicurus phoenicurus,9.958717,9.12455,2016,1,12.0,Nigeria,Wintering
Common Redstart,Phoenicurus phoenicurus,16.065075,-16.448534,2016,1,23.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,15.85426,-16.4728,2016,1,14.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,16.065075,-16.448534,2016,1,29.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,16.065075,-16.448534,2016,1,21.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,39.549051,2.545665,2016,1,8.0,Spain,Wintering
Common Redstart,Phoenicurus phoenicurus,43.34282,3.22682,2016,1,2.0,France,Wintering
Common Redstart,Phoenicurus phoenicurus,32.713591,35.018069,2016,1,5.0,Israel,Wintering
Common Redstart,Phoenicurus phoenicurus,31.996692,34.820514,2016,1,28.0,Israel,Wintering
Common Redstart,Phoenicurus phoenicurus,31.761361,35.01691,2016,1,23.0,Israel,Wintering
Common Redstart,Phoenicurus phoenicurus,35.910793,-5.368713,2016,1,11.0,Spain,Wintering
Common Redstart,Phoenicurus phoenicurus,33.069866,-7.232748,2016,2,16.0,Morocco,Wintering
Common Redstart,Phoenicurus phoenicurus,36.902596,54.019135,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,36.902596,54.019135,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,36.902596,54.019135,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,36.902596,54.019135,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,36.902596,54.019135,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,36.902596,54.019135,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,36.902596,54.019135,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,7.057086,38.46944,2016,2,29.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,7.926114,38.715637,2016,2,26.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,29.553543,47.70817,2016,2,28.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,29.553543,47.70817,2016,2,18.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,7.539764,38.7991,2016,2,14.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,26.700153,55.534977,2016,2,27.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.652597,55.264076,2016,2,21.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.652597,55.264076,2016,2,21.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.658182,55.430332,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,29.353527,47.69856,2016,2,26.0,Kuwait,Wintering
Common Redstart,Phoenicurus phoenicurus,26.722795,55.725746,2016,2,29.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.652597,55.264076,2016,2,21.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.62003,55.275375,2016,2,21.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.700153,55.534977,2016,2,27.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.700153,55.534977,2016,2,27.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.62003,55.275375,2016,2,21.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.658182,55.430332,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.722795,55.725746,2016,2,29.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.62003,55.275375,2016,2,21.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,26.658182,55.430332,2016,2,25.0,Iran (Islamic Republic of),Wintering
Common Redstart,Phoenicurus phoenicurus,28.3935,-14.0888,2016,2,11.0,Spain,Wintering
Common Redstart,Phoenicurus phoenicurus,24.098269,55.747592,2016,2,8.0,United Arab Emirates,Wintering
Common Redstart,Phoenicurus phoenicurus,24.10628,55.746245,2016,2,8.0,United Arab Emirates,Wintering
Common Redstart,Phoenicurus phoenicurus,7.649629,38.70386,2016,2,28.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,28.3884,-14.098044,2016,2,17.0,Spain,Wintering
Common Redstart,Phoenicurus phoenicurus,11.2,1.5,2016,2,6.0,Benin,Wintering
Common Redstart,Phoenicurus phoenicurus,11.383333,1.6,2016,2,24.0,Benin,Wintering
Common Redstart,Phoenicurus phoenicurus,16.065075,-16.448534,2016,2,4.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,16.065075,-16.448534,2016,2,19.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,15.85426,-16.4728,2016,2,23.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,16.065075,-16.448534,2016,2,6.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,16.065075,-16.448534,2016,2,9.0,Senegal,Wintering
Common Redstart,Phoenicurus phoenicurus,13.783994,-15.137658,2016,2,1.0,Gambia,Wintering
Common Redstart,Phoenicurus phoenicurus,7.541088,38.799072,2016,2,7.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,7.532106,38.796646,2016,2,26.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,11.770674,42.6521,2016,2,18.0,Djibouti,Wintering
Common Redstart,Phoenicurus phoenicurus,7.105605,39.812435,2016,2,25.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,8.758272,38.995296,2016,2,15.0,Ethiopia,Wintering
Common Redstart,Phoenicurus phoenicurus,29.366991,46.9602,2016,3,1.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,36.269043,-5.780418,2016,3,3.0,Spain,Spring Migration
Common Redstart,Phoenicurus phoenicurus,36.269043,-5.780418,2016,3,3.0,Spain,Spring Migration
Common Redstart,Phoenicurus phoenicurus,25.000994,51.183243,2016,3,5.0,Qatar,Spring Migration
Common Redstart,Phoenicurus phoenicurus,28.630337,47.840996,2016,3,6.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.686853,47.877384,2016,3,8.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,36.175194,59.55354,2016,3,7.0,Iran (Islamic Republic of),Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.217413,48.02516,2016,3,9.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,25.000994,51.183243,2016,3,8.0,Qatar,Spring Migration
Common Redstart,Phoenicurus phoenicurus,28.630337,47.840996,2016,3,9.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,23.84591,53.64204,2016,3,9.0,United Arab Emirates,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.174362,47.699863,2016,3,9.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.326231,47.981415,2016,3,11.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.366991,46.9602,2016,3,11.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,31.535976,-5.921513,2016,3,7.0,Morocco,Spring Migration
Common Redstart,Phoenicurus phoenicurus,30.697006,-8.137248,2016,3,11.0,Morocco,Spring Migration
Common Redstart,Phoenicurus phoenicurus,31.369457,-5.988785,2016,3,12.0,Morocco,Spring Migration
Common Redstart,Phoenicurus phoenicurus,35.445107,59.501778,2016,3,10.0,Iran (Islamic Republic of),Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.509142,34.920193,2016,3,13.0,Israel,Spring Migration
Common Redstart,Phoenicurus phoenicurus,24.08961,55.774643,2016,3,12.0,United Arab Emirates,Spring Migration
Common Redstart,Phoenicurus phoenicurus,31.617653,-8.003121,2016,3,13.0,Morocco,Spring Migration
Common Redstart,Phoenicurus phoenicurus,31.623278,-7.994812,2016,3,13.0,Morocco,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.36198,47.693195,2016,3,14.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,31.486546,-9.769808,2016,3,13.0,Morocco,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.326231,47.981415,2016,3,14.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,28.3884,-14.098044,2016,3,14.0,Spain,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.217413,48.02516,2016,3,14.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,28.630337,47.840996,2016,3,13.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,26.237396,45.018898,2016,3,14.0,Saudi Arabia,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.217413,48.02516,2016,3,15.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.52805,35.00156,2016,3,15.0,Jordan,Spring Migration
Common Redstart,Phoenicurus phoenicurus,29.553898,47.707787,2016,3,15.0,Kuwait,Spring Migration
Common Redstart,Phoenicurus phoenicurus,38.127754,12.733616,2016,3,16.0,Italy,Spring Migration
Common Redstart,Phoenicurus phoenicurus,39.79685,3.10544,2016,3,16.0,Spain,Spring Migration
